audio,text
VOICEACTRESS100_022.wav,このときに、浮遊大陸プルヴァマにある、中立国、ビュエルバが、ある情報筋から、バッシュ将軍の処刑と、前王女、アーシェの自害を発表。
VOICEACTRESS100_023.wav,南西部ウォーレンは、ベイアーマンファームズと、フィッツジェラルドの地区で、構成される。
VOICEACTRESS100_024.wav,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。
VOICEACTRESS100_025.wav,その飄々とした人柄が、老若男女に慕われている。
VOICEACTRESS100_026.wav,現在、ニュージャージー州、ムーアズタウンに住んでいる。
VOICEACTRESS100_027.wav,町域にあった、三根山藩は、長岡藩に、米百俵を送ったことで有名。
VOICEACTRESS100_028.wav,このとき、ペリメーデーは、アムピクトリュオーンに同行して、テーバイに来ていた、リキュムニオスに、妻としてあたえられた。
VOICEACTRESS100_029.wav,現在の滑走を目的とした、スキーブーツは、硬いプラスチックシェルと、柔らかいインナーブーツからなる。
VOICEACTRESS100_030.wav,防氷ブーツは、表面に張られた、ゴム製の薄い膜でできている。
VOICEACTRESS100_031.wav,後者の代表が、ウェッジウッドの、ジャスパーウェアである。
VOICEACTRESS100_032.wav,キー局が発信する、ニュースネットワーク名を冠したタイトルの、ニュース番組の中では、レギュラー放送が、最も多い。
VOICEACTRESS100_033.wav,芸能プロダクション、アミューズのグループ企業。
VOICEACTRESS100_034.wav,長母音を省略して、エリュシオンとも表記される。
VOICEACTRESS100_035.wav,森永のおいしい牛乳は、濃い青色に、牛乳瓶をあしらったデザインの、パック牛乳である。
VOICEACTRESS100_036.wav,番組冒頭を、東京ムービー製作のアニメーションで、表現する点も、共通していた。
VOICEACTRESS100_037.wav,コミューンは、セーヌ川と、エソンヌ川の、合流地点となっている。
VOICEACTRESS100_038.wav,同時に、福井ミラクルエレファンツに、コーチ兼任で、入団することが発表された。
VOICEACTRESS100_039.wav,夫である小室が、救急車を呼び、都内病院に、緊急搬送される。
VOICEACTRESS100_040.wav,ギレスピーは、マッギーを通じて、イネスと知り合った。
VOICEACTRESS100_041.wav,フォンテーヌブロー様式では、寓意的な絵が、漆喰のモールドに使われている。
VOICEACTRESS100_042.wav,祭神は、ヴィシュヌ派の聖人、スワーミーナーラーヤン。
VOICEACTRESS100_043.wav,ハーデースが、ペルセポネーに恋をしたのは、アプロディーテーの、策略であるとされている。
VOICEACTRESS100_044.wav,クウェーンバーンチャーンは、小さなコミュニティーで、農業や、商業を中心に、成り立っていたと、考えられている。
VOICEACTRESS100_045.wav,ヴェーザー自転車道や、ミューレンルートに従った、サイクリングツアーは、ペータースハーゲンを、経由する。
VOICEACTRESS100_046.wav,フォーミュラカーは、通常、オープンホイールで、シングルシーターである。
VOICEACTRESS100_047.wav,同日朝に、大阪難波で、出発セレモニーが開催され、営業運転に、充当された。
VOICEACTRESS100_048.wav,そして、インデペンデント紙の、読者投票で選ぶ、プレミアリーグ最優秀ゴールキーパーに選ばれた。
VOICEACTRESS100_049.wav,プレイヤーキャラクターは、宮殿を占拠した、邪悪なクリーチャーに遭遇する。
VOICEACTRESS100_050.wav,フィールドマーケティングは、歴史的には、一方通行のコミュニケーションツールとして、考えられてきた。
VOICEACTRESS100_051.wav,デビュー後の数年間は、ベビーフェイスとして、本名で活動。
VOICEACTRESS100_052.wav,学校や病院などの、給食業務で、栄養素を計算する上で、重要な資料のひとつである。
VOICEACTRESS100_053.wav,当時、あやしいワールドに常駐していた擬古猫が、空白にて発表。
VOICEACTRESS100_054.wav,裕福なニューヨーカー達は、グレーヴセンド、競馬場や、シープシェッドベイ、競馬場などに集い、海沿いの高級レストランや、ホテルを利用した。
VOICEACTRESS100_055.wav,ウォリアーズミックスマーシャルアーツアカデミー所属。
VOICEACTRESS100_056.wav,ところが、エリュシクトーンは、ニュムペーの制止も聞かずに、デーメーテールの樫を、切り倒した。
VOICEACTRESS100_057.wav,このジェシー役でステイモスは、エミー賞にノミネートされたこともある。
VOICEACTRESS100_058.wav,スウェーデン移民の両親の許に、マサチューセッツ州、ケンブリッジにて生まれる。
VOICEACTRESS100_059.wav,球宴のファン投票でも、人気が偶像化していた、長嶋茂雄に肉薄する。
VOICEACTRESS100_060.wav,母は、ピーターマリッツバーグの精神病院に入院しているときに、ベッシーを産む。
VOICEACTRESS100_061.wav,ポイントガードから、スモールフォワードまでこなせる、総合力が高いユーティリティープレーヤーである。
VOICEACTRESS100_062.wav,グレッグは、ミシシッピ州、アバディーンにある、オッドフェローズ墓地に埋葬されることになった。
VOICEACTRESS100_063.wav,大当り終了後は、グラディエーターチャンスに突入する。
VOICEACTRESS100_064.wav,この菌による病気は、灰色かび病と名づけられているものが多い。
VOICEACTRESS100_065.wav,レギュラーメンバーの顔写真をクリックした後に、ムービープレイヤー風に再生されるという、特異な形式となっている。
VOICEACTRESS100_066.wav,肝臓への酸素供給は、肝動脈と、低圧系の門脈を介して、行われている。
VOICEACTRESS100_067.wav,デッドキーは、タイプライターや、コンピュータのキーボードにおける、特殊な装飾キーである。
VOICEACTRESS100_068.wav,シャンシャン馬は、鵜戸神宮へ参拝する、新婚夫婦が乗っていた馬のこと。
VOICEACTRESS100_069.wav,ブルーリッジ山脈の源流から、リッチモンドまで、多くの早瀬や淵が、釣りや急流くだりを楽しませてくれる。
VOICEACTRESS100_070.wav,ボーハンは、イーストマンら、ギャングのスピークイージーの上がりから、賄賂を取っていたとも噂された。
VOICEACTRESS100_071.wav,ペンシルベニア州、フィラデルフィアの郊外、ウィンレッドのレンキナウ病院で生まれた。
VOICEACTRESS100_072.wav,ブラッグは、ビューエル軍よりも、劣勢だったために、この機会を生かすことを躊躇した。
VOICEACTRESS100_073.wav,上院議員として、バーンウェルは、カリフォルニア州の、連邦加入に賛成した。
VOICEACTRESS100_074.wav,レジェンドシリーズをベースに、ヨーフリー機構を備えた、ビューカメラ。
VOICEACTRESS100_075.wav,楽曲のセンターポジションは、エーケービーフォーティーエイトの、高橋みなみが務めた。
VOICEACTRESS100_076.wav,ディオニューソスの、寵愛を受ける、オイネウス王と、妃、アルタイアーの間に、カリュドーンの王女として、生を受けた。
VOICEACTRESS100_077.wav,大西洋上の、巡航高度から、動力なしで、地上へ滑空飛行し、緊急着陸に成功した。
VOICEACTRESS100_078.wav,表現行列の指標表を、分子の対称性を表す、点群の指標表を用いて、既約表現へ分解する。
VOICEACTRESS100_079.wav,大洋漁業オーナーの、中部謙吉の命を受けて、プロ野球球団の、大洋ホエールズに関わる。
VOICEACTRESS100_080.wav,かすかに聞こえてくる1931年版の讃美歌が、次第に大きくなっていく。
VOICEACTRESS100_081.wav,モーイーデーン岩壁地域の上部は、プラーサートプラウィハーン寺院遺跡へ繋がる、タイ側参道に続いている。
VOICEACTRESS100_082.wav,カーミラ星と呼ばれている惑星から、宇宙船に乗って、地球に侵入した宇宙人。
VOICEACTRESS100_083.wav,ドッガーバンクは、タラやニシンの漁獲量が多い、重要な、漁場である。
VOICEACTRESS100_084.wav,少年時代は、ロシア帝国、チェルニーヒウ県、プルィルークィ郡、トロスチャヌィーツャ村で過ごした。
VOICEACTRESS100_085.wav,遺灰のほとんどは、スウェーデン西海岸の、ブーヒュースレーン地方の小島にある漁村、フヤルバッカ周辺の海に、散骨された。
VOICEACTRESS100_086.wav,国境を越えて、列車は、改良された在来線に沿って、アーヘン中央駅に向かう。
VOICEACTRESS100_087.wav,福岡ダイエーホークスではなく、長距離砲の補強を目指していた、大阪近鉄バファローズから、オファーを受けて入団。
VOICEACTRESS100_088.wav,そこには、百ドル札と、アメリカに来いという、短いメッセージだけだった。
VOICEACTRESS100_089.wav,現在は、バッハをモチーフとした、ハープシコードの作曲家として、記憶されている。
VOICEACTRESS100_090.wav,戦闘服は、両腕を露出し、両脚が、アンダースーツで覆われている。
VOICEACTRESS100_091.wav,同母姉に、スウェーデン王妃、ジョゼフィーヌがいる。
VOICEACTRESS100_092.wav,紫外線は、表面エネルギーの、小さいポリマーを接着する際の、前処理に利用される。
VOICEACTRESS100_093.wav,自身のページで、メッセージや、公開コメントを通して、レビューを投稿したユーザーと、コミュニケーションを取ることが可能である。
VOICEACTRESS100_094.wav,若き日の反逆ゆえに、宇宙の中央を追放されて、惑星、地球にやってきた主人公、ベルゼバブが、宇宙船カルナークのなかで、孫に語る壮大な物語。
VOICEACTRESS100_095.wav,ジャガーとは対照的に、ボディービルダーを髣髴とさせる、マッチョな体育会系の外見が特徴。
VOICEACTRESS100_096.wav,ペンシルベニア州、ピッツバーグの、アレゲーニー高校を卒業し、カリフォルニア大学、バークレー校に入学。
VOICEACTRESS100_097.wav,この概念の導入によって、様々なバリエーションの、流体のコンピューターシミュレーションが、高い精度で可能となった。
VOICEACTRESS100_098.wav,乾ドックに入渠して、オーバーホールすべきかどうか、パフォーマンスがチェックされた。
VOICEACTRESS100_099.wav,デビューウェイトは、スーパーバンタム級ではなく、フェザー級だった。
VOICEACTRESS100_100.wav,アーリーは、降雨の中を、南のバージニア州、ウィンチェスター近くの、フィッシャーズヒルまで、軍を退いた。
VOICEACTRESS100_101.wav,ざっと見積もって、その仕事は、二週間かかるだろう。
VOICEACTRESS100_102.wav,昼食のため、１２時から１時まで、１時間の休みがある。
VOICEACTRESS100_103.wav,車中には、少なくとも５人の乗客がいました。
VOICEACTRESS100_104.wav,増加する需要に応じるため、アメリカから、牛肉を追加する計画だ。
VOICEACTRESS100_105.wav,車両は欠陥が無いか、最低３ヶ月に１回、検査される。
VOICEACTRESS100_106.wav,汝自身に真実であれ、汝自ら他人に偽りなきごとく。
VOICEACTRESS100_107.wav,興ざめの人も、よく知るようになると、かならずしも、不快ではない。
VOICEACTRESS100_108.wav,間断ない物価上昇の結果、社会不安が起こるかもしれない。
VOICEACTRESS100_109.wav,袋は、とうもろこしではちきれそうだった。
VOICEACTRESS100_110.wav,にやりと笑って、賛成の意思を示した。
VOICEACTRESS100_111.wav,最後の手段としては、いつでも職を辞められると、彼は考えた。
VOICEACTRESS100_112.wav,にわとりが、食べ物をさがしていました。
VOICEACTRESS100_113.wav,全く偶然に、私は、昔の友人と、空港で出会った。
VOICEACTRESS100_114.wav,３年というは、長い時間だと私は思う。
VOICEACTRESS100_115.wav,にんにくを、用心して食べればためになる。
VOICEACTRESS100_116.wav,冬場に暖かい格好をしていないと、結局、ひどい風邪をひく羽目になる。
VOICEACTRESS100_117.wav,趣味は、日常生活の苦労を忘れさせてくれる。
VOICEACTRESS100_118.wav,教師は、生徒が試験でカンニングをしているのを見つけた。
VOICEACTRESS100_119.wav,手帳にお名前を書いていただけませんか。
VOICEACTRESS100_120.wav,校長は、卒業生一人一人と握手をした。
VOICEACTRESS100_121.wav,山田君は、自分のボスに対する怒りを、抑えようと努めた。
VOICEACTRESS100_122.wav,鉛筆は、１ダース単位で売られている。
VOICEACTRESS100_123.wav,戦いは、強い者が勝つとはかぎらない。
VOICEACTRESS100_124.wav,一本の高い木が、水面に長い影を映している。
VOICEACTRESS100_125.wav,予算は不正確で、しかも、非、現実的に思える。
VOICEACTRESS100_126.wav,今、私はフルートに夢中になってきている。
VOICEACTRESS100_127.wav,係長が急に辞めてしまったので、私がその穴を埋めなければならなくなった。
VOICEACTRESS100_128.wav,係員が頷いたので、彼女は小切手を書き、それを手渡した。
VOICEACTRESS100_129.wav,祭司は、人々を道徳的に高めようとした。
VOICEACTRESS100_130.wav,砲撃は、ますます激しくなってきたので、私たち、走って地下室に降りていったのよ。
VOICEACTRESS100_131.wav,今、１人の女の人が入っていきましたよ。
VOICEACTRESS100_132.wav,足を水につけて、よごれを落としなさい。
VOICEACTRESS100_133.wav,不活発な子供は、空想の世界に閉じこもる傾向がずっと高い。
VOICEACTRESS100_134.wav,５ヶ月分のピル下さい、と言って、分かりましたといわれた。
VOICEACTRESS100_135.wav,月日がどんどん過ぎていったが、彼の消息は、何も聞こえてこなかった。
VOICEACTRESS100_136.wav,ちなみに、それはこの話の、後日談にする予定です。
VOICEACTRESS100_137.wav,登場人物が、うまく割り振られていた。
VOICEACTRESS100_138.wav,一致団結して、何か新しいことをやろうじゃないか。
VOICEACTRESS100_139.wav,恐縮ですが、２月２７日の約束を、キャンセルさせてください。
VOICEACTRESS100_140.wav,お元気でお過ごしのことと思います。
VOICEACTRESS100_141.wav,雷が、今にも落ちそうな激しい音で、ごろごろと鳴った。
VOICEACTRESS100_142.wav,お兄さんを呼吸させるために、医者にその機械を使ってもらいたいと思いますか。
VOICEACTRESS100_143.wav,間もなく風呂は、彼が入れるほどぬるくなりました。
VOICEACTRESS100_144.wav,月旅行なんて、かつては途方もないことと考えられた。
VOICEACTRESS100_145.wav,５マイルは、ピクニックに適した距離だ。
VOICEACTRESS100_146.wav,雷に驚いた京子が、俺にしがみついてきた。
VOICEACTRESS100_147.wav,狼が犬に似ているように、おべっか使いは友達のように見える。
VOICEACTRESS100_148.wav,５ドルぐらいしか持ち合わせがない。
VOICEACTRESS100_149.wav,番号を奇麗さっぱり忘れてしまった。
VOICEACTRESS100_150.wav,顕微鏡と望遠鏡の違いが、わかりますか。
VOICEACTRESS100_151.wav,南アフリカ政府は、もはや黒人に平等の公民権を求める運動を、抑制できない。
VOICEACTRESS100_152.wav,シカゴ行きの便を、予約したいのですが。
VOICEACTRESS100_153.wav,貧しいからというだけで、人を軽蔑するべきではない。
VOICEACTRESS100_154.wav,再開発によって、地域に便益が生ずる。
VOICEACTRESS100_155.wav,到着する前に、映画が始まってしまうんでしょうね。
VOICEACTRESS100_156.wav,悪ふざけをすると、女の子に嫌われるよ。
VOICEACTRESS100_157.wav,３番目に考慮すべき事柄は、カーペットの時代性である。
VOICEACTRESS100_158.wav,漁師は、釣り上げた魚の大きさを、おおげさにいった。
VOICEACTRESS100_159.wav,旅客は、歩道橋を使って、路線を渡ってください。
VOICEACTRESS100_160.wav,悪は行うに易しくて、その形体も無限である。
VOICEACTRESS100_161.wav,銃を掃除していたら、突然暴発してしまった。
VOICEACTRESS100_162.wav,民主主義では、国民は、直接政府の役人を選ぶ。
VOICEACTRESS100_163.wav,悪い道路をガクンガクンと走って行く自動車。
VOICEACTRESS100_164.wav,農民たちは、よいリンゴと、不良品を選別する。
VOICEACTRESS100_165.wav,音読は、彼にとってたいへん骨の折れる仕事であった。
VOICEACTRESS100_166.wav,悪かったけれども、あの程度ならまだましだった。
VOICEACTRESS100_167.wav,バクスゲン社の研究所で、新薬の試験が行われた。
VOICEACTRESS100_168.wav,貴方任せにしないで、自分で責任をもってやってください。
VOICEACTRESS100_169.wav,バイキングのほうが、コロンブスより先に、アメリカを発見したと言われている。
VOICEACTRESS100_170.wav,急を要することだから、急いでください。
VOICEACTRESS100_171.wav,バターは、１ポンドいくらで売られる。
VOICEACTRESS100_172.wav,バスの便がなかったので、私たちは、駅までずっと歩かなければならなかった。
VOICEACTRESS100_173.wav,ぐっすり眠った後は、ずっと気分がよい。
VOICEACTRESS100_174.wav,飢え死にするくらいなら、溺れ死んだほうがましだ。
VOICEACTRESS100_175.wav,バケツに水を１杯くんで持って来なさい。
VOICEACTRESS100_176.wav,バグだか何だか分かんないけど、このソフトはちゃんと動かない。
VOICEACTRESS100_177.wav,違いがいろいろあるにも関わらず、ジョーンとアンは、友達同士でいる。
VOICEACTRESS100_178.wav,ぐずぐずしていたために、高いホテルに一晩、泊まらざるをえなくなった。
VOICEACTRESS100_179.wav,葬式には、黒い服を着ていくのが習慣です。
VOICEACTRESS100_180.wav,ぐあいが悪かったけど、仕事に行った。
VOICEACTRESS100_181.wav,代議民主制は、１つの政治形態である。
VOICEACTRESS100_182.wav,鎧をつけている人は、転ぶと、大きな音がする。
VOICEACTRESS100_183.wav,栽培に適した土壌を得るには、耕さなければならない。
VOICEACTRESS100_184.wav,数分間、お時間を割いていただけますか。
VOICEACTRESS100_185.wav,現金払いには、１０パーセント割引いたします。
VOICEACTRESS100_186.wav,メロスは、決してうそつきではない。
VOICEACTRESS100_187.wav,見しらぬ人が近寄ってきて、私に時刻を尋ねた。
VOICEACTRESS100_188.wav,メリーのにこやかな顔は、彼女の幸せを表していた。
VOICEACTRESS100_189.wav,見た目には優しそうだけど、彼って皆から、外柔内剛の、結構なタフネゴシエータと言われているよ。
VOICEACTRESS100_190.wav,メモには、水に浮かぶ練習をさせるように、と、殴り書きされていた。
VOICEACTRESS100_191.wav,メールであなたとおしゃべりがしたいわ。
VOICEACTRESS100_192.wav,知人が増えれば増えるほど、それだけ、会う時間が少なくなる。
VOICEACTRESS100_193.wav,ご家族もごいっしょに連れてこられたのですか。
VOICEACTRESS100_194.wav,書類は、勝手にいじられた形跡があった。
VOICEACTRESS100_195.wav,メンバーの誰かが、君に賛成していますか。
VOICEACTRESS100_196.wav,見おろすと、たくさんビルが見えた。
VOICEACTRESS100_197.wav,歩こうとすると、ここがズキンとします。
VOICEACTRESS100_198.wav,知事は、新しい橋のテープカットをした。
VOICEACTRESS100_199.wav,メニューを見せていただけませんか。
VOICEACTRESS100_200.wav,メディアが憎悪の痕跡を安売りする。
VOICEACTRESS100_201.wav,疑惑を持たない信念は、死んだ信念である。
VOICEACTRESS100_202.wav,メッセージがなぜか文字化けしていたので、修復して読みました。
VOICEACTRESS100_203.wav,緊急の場合は、１１９番に電話しなさい。
VOICEACTRESS100_204.wav,年上の男の子達が、彼に、いつも悪戯ばかりしている。
VOICEACTRESS100_205.wav,見て、その若い女性は、老人に追いかけられる。
VOICEACTRESS100_206.wav,歩いて行くの、それとも、バスで行くの。
VOICEACTRESS100_207.wav,歩きましょうか、それとも、バスで行きますか。
VOICEACTRESS100_208.wav,肌の色のいかんを問わず、彼は、万人の言論の自由を擁護した。
VOICEACTRESS100_209.wav,ザンビアは、アフリカの国だから、あなた方は気候がとても暑いのではないかと、思うかも知れませんね。
VOICEACTRESS100_210.wav,ザーッと、滝のように雨が降ってきた。
VOICEACTRESS100_211.wav,ザ・ベストテンにランクインした曲を、全て紹介します。
VOICEACTRESS100_212.wav,木陰に、おばあさんがいるのが見える。
VOICEACTRESS100_213.wav,テキストデータの、誤字脱字を修正。
VOICEACTRESS100_214.wav,銃器メーカーは、小火器による、暴力事件に対する責任を、逃れてきた。
VOICEACTRESS100_215.wav,清廉潔白できこえた彼が、汚職なんかに手を染めるわけない。
VOICEACTRESS100_216.wav,肌がヒリつくどころか、使う前より肌が安定してるんです。
VOICEACTRESS100_217.wav,現代の社会問題は、ますます複雑化する傾向がある。
VOICEACTRESS100_218.wav,６月７日は何時が集合がいいですか。
VOICEACTRESS100_219.wav,何週間もよい天気だったあとで、雨がふった。
VOICEACTRESS100_220.wav,毎朝必ず、天気予報をみてから外出します。
VOICEACTRESS100_221.wav,杉本夫人は、いつもこぎれいな着物を着ている。
VOICEACTRESS100_222.wav,９月に復学することを、彼は切望した。
VOICEACTRESS100_223.wav,砂利をセメントで固める必要がある。
VOICEACTRESS100_224.wav,フクロウはとても賢いと考えられている。
VOICEACTRESS100_225.wav,面前で人を誉めるような人を信用するな。
VOICEACTRESS100_226.wav,地球の表面の約三分の一が陸地である。
VOICEACTRESS100_227.wav,日差しは暑くて、彼らは疲れていました。
VOICEACTRESS100_228.wav,５千円あれば、この辞書を買うのに十分だ。
VOICEACTRESS100_229.wav,国内市場の競争は、すさまじいものです。
VOICEACTRESS100_230.wav,広瀬博士は、エイズの研究に携わっている。
VOICEACTRESS100_231.wav,余生は、自分の理想の追求に費やしたい。
VOICEACTRESS100_232.wav,車椅子の女性、スーパーに立てこもる。
VOICEACTRESS100_233.wav,母が昼食に、私達にチーズサンドを作ってくれた。
VOICEACTRESS100_234.wav,１月３０日、３１日は、葬式のため休みます。
VOICEACTRESS100_235.wav,母は私の望むものは、何でも言わなくてもかなえてくれる。
VOICEACTRESS100_236.wav,母にこのセーターをつくろってもらった。
VOICEACTRESS100_237.wav,お便り、楽しみにお待ちしております。
VOICEACTRESS100_238.wav,西欧諸国は、この問題に対する日本の姿勢を、激しく非難しています。
VOICEACTRESS100_239.wav,ぬかるんだ道で足を取られて、転びそうになった。
VOICEACTRESS100_240.wav,不偏不党の精神で、などとかっこ付けているけど、結局のところ、自分の意見を持っていないだけじゃないの。
VOICEACTRESS100_241.wav,梨奈は家政部で、主に洋裁をやっている。
VOICEACTRESS100_242.wav,積荷のバランスが取れなくて、船は転覆した。
VOICEACTRESS100_243.wav,弁償代、きっちり耳そろえて払わんかい。
VOICEACTRESS100_244.wav,くれるのではなく、貸与だそうです。
VOICEACTRESS100_245.wav,くる日もくる日も、同じように過ぎ去った。
VOICEACTRESS100_246.wav,傷から流れる血を、なんとかしなさい。
VOICEACTRESS100_247.wav,末弟は悪くないかもしれない、けれど、私も悪くない。
VOICEACTRESS100_248.wav,私専用の部屋があればいいのですが。
VOICEACTRESS100_249.wav,橋が壊れていたので、泳ぐしかなかった。
VOICEACTRESS100_250.wav,植木鉢が歩道に落ちて、ガチャンと割れた。
VOICEACTRESS100_251.wav,演奏会の切符は、当事務所で販売しています。
VOICEACTRESS100_252.wav,市場価格の暴落で、一文無しになってしまった。
VOICEACTRESS100_253.wav,女というものは、何でもお金に換算して考える。
VOICEACTRESS100_254.wav,女はテーブルのナイフに手を伸ばした。
VOICEACTRESS100_255.wav,女の子は、いい服を見せびらかすのが好きだ。
VOICEACTRESS100_256.wav,橋でその島へ渡れるようになっている。
VOICEACTRESS100_257.wav,橋の上に立っている人を知っていますか。
VOICEACTRESS100_258.wav,平日は、比較的混んでいないようです。
VOICEACTRESS100_259.wav,少女は人形を、いとしげに抱き締めた。
VOICEACTRESS100_260.wav,鎖の強さは、その環の一番弱いところに左右される。
VOICEACTRESS100_261.wav,紙をとじるのに、ホチキスはとても便利だ。
VOICEACTRESS100_262.wav,短くしてもらわなければなりません。
VOICEACTRESS100_263.wav,壁はぬりかえなければなりませんか。
VOICEACTRESS100_264.wav,説得不能を感知してか、黒崎先生はため息をついて席に着いた。
VOICEACTRESS100_265.wav,開拓者達は辛い生活をしたし、彼等の子供もそうだった。
VOICEACTRESS100_266.wav,短い手紙でもいいから、きっと書いてね。
VOICEACTRESS100_267.wav,覆面をした男達が、旅客を襲って金を奪った。
VOICEACTRESS100_268.wav,恥をかくくらいなら、死んだほうがましだ。
VOICEACTRESS100_269.wav,深刻な危機が生じれば、政府は迅速な行動をとらなければならない。
VOICEACTRESS100_270.wav,繁雑な手続きをすませ、船が定時に出港できるためには、特別の上にも特別なはからいが、どうしても必要である。
VOICEACTRESS100_271.wav,代理人ではなく、あなた本人が来てください。
VOICEACTRESS100_272.wav,商談に入る前に、少し雑談でもしましょう。
VOICEACTRESS100_273.wav,誤解を減らすためには、私達は、上手に意志の疎通を図る技術を、身につけなければならない。
VOICEACTRESS100_274.wav,一発で命中しなくたって、妊娠するまでハメ続ければいいだけだし。
VOICEACTRESS100_275.wav,色彩は、目に映るあらゆる物のうちで、最も神聖な要素である。
VOICEACTRESS100_276.wav,業界の健全な成長のために、公正な競争が確保される必要がある。
VOICEACTRESS100_277.wav,全社会人のほとんど３分の１の人が、眼鏡をかけている。
VOICEACTRESS100_278.wav,木村博士から、あなたがこの分野の第一人者だと伺いました。
VOICEACTRESS100_279.wav,門のところに、あなたに会いたがっている男性がいる。
VOICEACTRESS100_280.wav,残金は、６月３０日までに御支払いします。
VOICEACTRESS100_281.wav,夜更かしをしたので、とても眠いんだ。
VOICEACTRESS100_282.wav,数人の若い技師が雇われ、彼らは、新しいコンピューターの開発に専念した。
VOICEACTRESS100_283.wav,鳥だったら、すぐそこに飛んでいくのに。
VOICEACTRESS100_284.wav,今週末まで、いくらかお金を貸してくれませんか。
VOICEACTRESS100_285.wav,鳥であったら、あなたのもとへ飛んでいっただろうに。
VOICEACTRESS100_286.wav,鳥は、その鳴き声で分かるように、話し方によって人間は評価される。
VOICEACTRESS100_287.wav,鳥のように思いのままに空を飛びたいという欲望が、飛行機の発明につながった。
VOICEACTRESS100_288.wav,友情を培うのに、スポーツは効果的だ。
VOICEACTRESS100_289.wav,門から入りかけていた婦人と、その門番に止められた。
VOICEACTRESS100_290.wav,囲い込みに関する要点は、エスニック・グループの構成を、明確に記述しなければならないということである。
VOICEACTRESS100_291.wav,鳥たちは、その猫を見るとビックリして飛び去った。
VOICEACTRESS100_292.wav,二階からトランクを降ろしてくれませんか。
VOICEACTRESS100_293.wav,気取りのないその学者は、皆に愛されていた。
VOICEACTRESS100_294.wav,大学に入っていることが、私の人生の目標ではない。
VOICEACTRESS100_295.wav,クサクサすることばっかりだけど、気を取り直して頑張っていきましょう。
VOICEACTRESS100_296.wav,鳥が、自分の雛に餌をやったり、守ったりするのとは違って、魚は、卵を産みっぱなしにする。
VOICEACTRESS100_297.wav,ご一行様は、何名でいらっしゃいますか。
VOICEACTRESS100_298.wav,闇の中で、かろうじて２人の人影が見分けられた。
VOICEACTRESS100_299.wav,山間部では、雪が５０センチ以上降った。
VOICEACTRESS100_300.wav,ご両親に、どうぞよろしくお伝えください。
VOICEACTRESS100_301.wav,ご主人の健康診断を、徹底的に行うことを勧めます。
VOICEACTRESS100_302.wav,癌の効果的な治療法は、まだ発見されていない。
VOICEACTRESS100_303.wav,癌は発見が間に合えば、治すことができる。
VOICEACTRESS100_304.wav,一面の黄色は、どう繁茂したのか見当もつかない、ヒマワリの群れだ。
VOICEACTRESS100_305.wav,集団生活を営む動物は全て、情報を交換したり、秩序ある集団を維持するため、何らかの伝達方法を持っている。
VOICEACTRESS100_306.wav,本論文では、ダイアド・スタイル、という概念、および、美術に与えた影響を検討したい。
VOICEACTRESS100_307.wav,紫のじゅうたんは、この赤いカーテンと調和しないだろう。
VOICEACTRESS100_308.wav,五階へは、エレベーターで行きなさい。
